
--- Job Balmorel.gms Start 09/03/20 18:06:27 26.1.0 rf2b37b9 WEX-WEI x86 64bit/MS Windows
GAMS 26.1.0   Copyright (C) 1987-2019 GAMS Development. All rights reserved
Licensee: Small MUD - 5 User License                     S190709/0001AO-WIN
          TU Wien, Energy Economics Group                           DC14452
          License for teaching and research at degree granting institutions
          License Admin: Albert Hiesl, hiesl@eeg.tuwien.ac.at              
--- GDX File C:\Users\schoeniger\Documents\Balmorel\Github Aug 2020\Austria Base Github kompatibel\model\../../simex/GVESTOVOLTS.gdx
--- Balmorel.gms(82810) 235 Mb
--- GDX File C:\Users\schoeniger\Documents\Balmorel\Github Aug 2020\Austria Base Github kompatibel\model\../../simex/GVHSTOVOLTS.gdx
--- Balmorel.gms(82849) 235 Mb
--- GDX File C:\Users\schoeniger\Documents\Balmorel\Github Aug 2020\Austria Base Github kompatibel\model\all_endofmodel.gdx
--- Balmorel.gms(82860) 235 Mb
Output file: merged.gdx
Reading file: ..\output\temp\1INPUT.gdx
Reading file: ..\output\temp\2030.gdx
Reading file: ..\output\temp\IWEIGHTY.gdx

Merge complete, 3 input files merged
--- Balmorel.gms(82861) 235 Mb
        1 Datei(en) verschoben.
--- Balmorel.gms(82864) 235 Mb
Output file: merged.gdx
Reading file: ..\output\BASE.gdx

Merge complete, 1 input files merged
--- Balmorel.gms(82866) 235 Mb
        1 Datei(en) verschoben.
--- Balmorel.gms(82871) 235 Mb
GDX2SQLITE v 0.7
GDX Library      26.1.0 rf2b37b9 Released Feb 02, 2019 WEI x86 64bit/MS Window
Current directory:C:\Users\schoeniger\Documents\Balmorel\Github Aug 2020\Austria Base Github kompatibel\model

   InputFile:..\output\BASE-results.gdx
   OutputFile:..\output\BASE-results.db
   Symbols:503
   Uels:778
   Loading Uels
   Processing Symbols
     IBALVERSN(1 records)
     ROLLINGSEASONSNUMBER(1 records)
     GINVESTSTART(1 records)
     XINVESTSTART(1 records)
     GDECOMEXOSTART(1 records)
     GDECOMEXOPOTSTART(1 records)
     SystemDateTime(1 records)
     INFODISPLAY(1 records)
     IOF100(1 records)
     IOF1000(1 records)
     IOF1000000(1 records)
     IOF0001(1 records)
     IOF0000001(1 records)
     IOF3P6(1 records)
     IOF24(1 records)
     IOF8760(1 records)
     IOF8784(1 records)
     IOF365(1 records)
     IOF05(1 records)
     IOF1_(1 records)
     ISCALAR1(1 records)
     ISCALAR2(1 records)
     ISCALAR3(1 records)
     ISCALAR4(1 records)
     ISCALAR5(1 records)
     ERRCOUNT2(1 records)
     ERRCOUNT3(1 records)
     ERRCOUNT4(1 records)
     ERRSCALAR1(1 records)
     CCCRRRAAA(117 records)
     CCC(31 records)
     C(1 records)
     RRR(31 records)
     AAA(55 records)
     CCCRRR(31 records)
     RRRAAA(55 records)
     IR(1 records)
     IA(1 records)
     ICA(55 records)
     YYY(39 records)
     SSS(52 records)
     TTT(168 records)
     Y(1 records)
     S(52 records)
     T(168 records)
     TWORKDAY(120 records)
     TWEEKEND(48 records)
     GGG(184 records)
     GDATASET(55 records)
     FFF(50 records)
     FDATASET(6 records)
     HYRSDATASET(4 records)
     G(184 records)
     AGKN(8 records)
     DEUSER(3 records)
     DHUSER(1 records)
     DF_QP(2 records)
     DEF(0 records)
     DEF_D1(0 records)
     DEF_U1(0 records)
     DEF_D2(0 records)
     DEF_U2(0 records)
     DEF_D3(0 records)
     DEF_U3(0 records)
     DHF(0 records)
     DHF_D1(0 records)
     DHF_U1(0 records)
     DHF_D2(0 records)
     DHF_U2(0 records)
     DHF_D3(0 records)
     DHF_U3(0 records)
     MPOLSET(6 records)
     IGGGALIAS(184 records)
     IGALIAS(184 records)
     CCCRRRAAAALIAS(117 records)
     IS3(0 records)
     IS33(52 records)
     SREV(52 records)
     SREV2(52 records)
     TREV(168 records)
     TREV2(168 records)
     IRRRE(31 records)
     IRRRI(31 records)
     IRE(1 records)
     IRI(1 records)
     IFFFALIAS(50 records)
     IFFFALIAS2(50 records)
     IYYYALIAS(39 records)
     IYYYALIAS2(39 records)
     IYALIAS(1 records)
     ISALIAS(52 records)
     ISALIAS2(52 records)
     ISALIAS3(52 records)
     IS3LOOPSET(52 records)
     ITALIAS(168 records)
     ITALIAS2(168 records)
     ITALIAS3(168 records)
     GDATA(2865 records)
     IGCND(50 records)
     IGBPR(4 records)
     IGEXT(55 records)
     IGHOB(1 records)
     IGETOH(38 records)
     IGHSTO(6 records)
     IGHSTOS(0 records)
     IGHSTOALL(6 records)
     IGESTO(0 records)
     IGESTOS(4 records)
     IGESTOALL(4 records)
     IGHYRS(4 records)
     IGHYRR(4 records)
     IGWND(9 records)
     IGSOLE(8 records)
     IGSOLH(0 records)
     IGWAVE(0 records)
     IGHH(7 records)
     IGHHNOSTO(1 records)
     IGNOTETOH(146 records)
     IGKH(45 records)
     IGKHNOSTO(39 records)
     IGKE(138 records)
     IGKENOSTO(134 records)
     IGDISPATCH(162 records)
     IGEE(79 records)
     IGEENOSTO(75 records)
     IGKKNOWN(181 records)
     IGKFIND(3 records)
     IGEH(97 records)
     IGE(176 records)
     IGH(104 records)
     IGBYPASS(0 records)
     IWATERTANK(1 records)
     IPIT(1 records)
     IHEATPUMP(38 records)
     IHEATPUMPAIR(0 records)
     IHEATPUMPEXCESSHEAT(0 records)
     IHEATPUMPGROUND(0 records)
     IGHNOWT(0 records)
     ILINKSTO(0 records)
     GKFX(1917 records)
     YVALUE(39 records)
     IWEIGHTY(2 records)
     FDATA(130 records)
     FMAXINVEST(0 records)
     FMAXINVESTNA(0 records)
     GROWTHCAPCG(184 records)
     DISLOSS_E(30 records)
     DISLOSS_H(51 records)
     DISCOST_E(30 records)
     DISCOST_H(51 records)
     FKPOT(0 records)
     FGEMIN(0 records)
     FGEMAX(0 records)
     FKMIN(0 records)
     FKMAX(0 records)
     FKEQ(0 records)
     FKMINNA(0 records)
     FKMAXNA(0 records)
     FKEQNA(0 records)
     GMINF(0 records)
     GMAXF(0 records)
     GEQF(0 records)
     WTRRSFLH(51 records)
     WTRRRFLH(51 records)
     WNDFLH(55 records)
     SOLEFLH(51 records)
     SOLHFLH(50 records)
     WAVEFLH(50 records)
     HYRSMAXVOL_G(51 records)
     HYRSDATA(5304 records)
     ANNUITYCG(3 records)
     ANNUITYCX(31 records)
     LIFETIME_X(1 records)
     DISCOUNTRATE(1 records)
     GINVCOST(58 records)
     GOMVCOSTO(24 records)
     GOMVCOSTIN(9 records)
     GOMFCOST(9735 records)
     GEFFRATE(0 records)
     DEFP_BASE(30 records)
     DHFP_BASE(55 records)
     DE(911 records)
     DH(539 records)
     XKFX(4551 records)
     XINVCOST(2301 records)
     XCOST(0 records)
     XLOSS(930 records)
     XKRATE(6500 records)
     M_POL(120 records)
     M_POLNA(0 records)
     WEIGHT_S(52 records)
     WEIGHT_T(168 records)
     CHRONOHOUR(8736 records)
     GKRATE(0 records)
     DE_VAR_T(25563 records)
     DH_VAR_T(8736 records)
     WTRRSVAR_S(52 records)
     WTRRRVAR_T(8736 records)
     WND_VAR_T(8733 records)
     SOLE_VAR_T(4869 records)
     WAVE_VAR_T(0 records)
     X3FX_VAR_T(0 records)
     HYPPROFILS(0 records)
     HYRSG(0 records)
     VHYRS_SL(0 records)
     WATERVAL(0 records)
     GKACCUMNET(0 records)
     XKACCUMNET(0 records)
     GVESTOVOLTS(0 records)
     GVHSTOVOLTS(0 records)
     CO2FACTOR(90 records)
     TECH_GROUP(17 records)
     TECH_GROUP_VALUE(17 records)
     SUBTECH_GROUP(22 records)
     SUBTECH_GROUP_VALUE(22 records)
     INVDATASET(7 records)
     INVDATA(1 records)
     ALLOWEDINV(8 records)
     IYALIAS2(1 records)
     GKFX1(1917 records)
     TECHGROUPKPOT(0 records)
     SUBTECHGROUPKPOT(153 records)
     GMAXFS(0 records)
     GKF_LO(0 records)
     DE1(911 records)
     DH1(539 records)
     XMAXINV(0 records)
     FUELPRICE(10395 records)
     FUELPRICE1(189 records)
     DE_VAR_T1(278907 records)
     DH_VAR_T1(262080 records)
     WTRRRVAR_S(1518 records)
     WND_VAR_T1(330479 records)
     SOLE_VAR_T1(108731 records)
     SOLH_VAR_T(0 records)
     SOLH_VAR_T1(0 records)
     X3FX(0 records)
     X3FX_VAR_T1(0 records)
     YMODEL(1 records)
     YMODELDELTA(0 records)
     OMONEY(1 records)
     PENALTYQ(1 records)
     IYMODEL4(1 records)
     IYALIAS44(1 records)
     IY402(1 records)
     IY411(0 records)
     IY410(0 records)
     IY401(0 records)
     IY411FIRST(0 records)
     IY411PREVY(0 records)
     IYFIRST(1 records)
     IGF(194 records)
     ILOOPBREAK(1 records)
     IFIRSTYEARNEXTBB4(1 records)
     IAGKFX(57 records)
     IXKN(0 records)
     IAGKN(0 records)
     IAGKNY(0 records)
     IXK_HASORPOT(0 records)
     IAGK_HASORPOT(57 records)
     IGDECOMEXOPOT(0 records)
     IPLUSMINUS(2 records)
     IYHASANNUITYG(0 records)
     IYHASANNUITYX(0 records)
     IINVYEARG_LEFT(0 records)
     IINVYEARX_LEFT(0 records)
     IN_INV_G(0 records)
     IN_INV_X(0 records)
     IGKRATE(0 records)
     IM_CO2(90 records)
     IM_CO2RE(0 records)
     IM_SO2(53 records)
     IM_N2O(90 records)
     IWEIGHSUMS(1 records)
     IWEIGHSUMT(1 records)
     IHOURSINST(8736 records)
     IHYRST(8736 records)
     IDE_SUMST(3 records)
     IDH_SUMST(1 records)
     IX3FXSUMST(0 records)
     IWND_SUMST(1 records)
     ISOLESUMST(1 records)
     ISOLHSUMST(0 records)
     IWAVESUMST(0 records)
     IWTRRSSUM(1 records)
     IWTRRRSUM(1 records)
     ITAX_GF(0 records)
     ITAX_GH(0 records)
     ITAX_GE(0 records)
     ITAX_KN(0 records)
     IGMAXF_Y(0 records)
     IGMINF_Y(0 records)
     IGEQF_Y(0 records)
     IX3FX_T(0 records)
     IHYINF_S(52 records)
     IGROWTHCAPCG(0 records)
     OCASEID(1 records)
     OIMONEY(1 records)
     OCARDSETA(1 records)
     OCARDSETR(1 records)
     OTLW(1 records)
     OTLWCRA(1 records)
     OTLWY(1 records)
     OTLWS(1 records)
     OTLWT(1 records)
     OTLWG(1 records)
     OALIASS(52 records)
     OALIAST(168 records)
     OEG_YAT(0 records)
     OEG_YR(0 records)
     OEG_YC(0 records)
     OEG_YNA(0 records)
     OEG_YNAF(0 records)
     OEP_YRT(0 records)
     OEP_YR(0 records)
     OEP_YC(0 records)
     OEP_YNA(0 records)
     OHP_YAT(0 records)
     OHP_YA(0 records)
     OHP_YC(0 records)
     OHP_YNA(0 records)
     OAEP_YNA(0 records)
     OGKN_YNAF(0 records)
     OGK_YAG(0 records)
     OGK_YCG(0 records)
     OGK_YNAG(0 records)
     OGK_YNAF(0 records)
     IDE_T(16827 records)
     IDH_T(8736 records)
     DE__YCU(0 records)
     EP__YRT(0 records)
     ERRSETGGG(0 records)
     ICHECKWDAY(0 records)
     IDISCOUNTFACTOR(1 records)
     IXKRATE(0 records)
     IGMINF(0 records)
     IGMAXF(0 records)
     IGEQF(0 records)
     IGMAXFS(0 records)
     ISIMWEIGHT(0 records)
     IORD_IY(0 records)
     VOBJ(2 records)
     VGE_T(445536 records)
     VGH_T(419328 records)
     VGF_T(497952 records)
     VX_T(0 records)
     VGKN(0 records)
     VXKN(0 records)
     VGHYPMS_T(0 records)
     VHYRS_S(52 records)
     VESTOLOADT(0 records)
     VESTOLOADTS(8736 records)
     VHSTOLOADT(52416 records)
     VHSTOLOADTS(0 records)
     VESTOVOLT(0 records)
     VESTOVOLTS(8736 records)
     VHSTOVOLT(52416 records)
     VHSTOVOLTS(0 records)
     VGKNACCUMNET(0 records)
     VGKNACCUMGROSS(0 records)
     VXKNACCUMNET(0 records)
     QOBJ(2 records)
     QEEQ(8736 records)
     QHEQ(8736 records)
     QGFEQ(497952 records)
     QGFNEQ(0 records)
     QGCBGBPR(8736 records)
     QGCBGBPRBYPASS1(0 records)
     QGCBGBPRBYPASS2(0 records)
     QGCBGEXT(34944 records)
     QGCVGEXT(34944 records)
     QGGETOH(323232 records)
     QHYRSSEQ(52 records)
     QHYRSMINVOL(52 records)
     QHYRSMAXVOL(52 records)
     QHYMAXG(8736 records)
     QHYMINRS(0 records)
     QESTOVOLT(0 records)
     QESTOVOLTS(8736 records)
     QHSTOVOLT(52416 records)
     QHSTOVOLTS(0 records)
     QHSTOLOADT(0 records)
     QHSTOLOADTLIM(0 records)
     QESTOLOADTLIM(0 records)
     QHSTOVOLTLIM(0 records)
     QESTOVOLTLIM(0 records)
     QHSTOVGHTLIM(0 records)
     QESTOVGETLIM(0 records)
     QHSTOLOADTS(0 records)
     QHSTOLOADTLIMS(0 records)
     QESTOLOADTLIMS(0 records)
     QHSTOVOLTLIMS(0 records)
     QESTOVOLTLIMS(0 records)
     QHSTOVGHTLIMS(0 records)
     QESTOVGETLIMS(0 records)
     QKEFUELC(0 records)
     QKEFUELR(0 records)
     QKEFUELA(0 records)
     QKTECHGROUPC(0 records)
     QKTECHGROUPR(0 records)
     QKTECHGROUPA(0 records)
     QKSUBTECHGROUPC(0 records)
     QKSUBTECHGROUPR(0 records)
     QKSUBTECHGROUPA(0 records)
     QGMINFUELC(0 records)
     QGMAXFUELC(0 records)
     QGMINFUELR(0 records)
     QGMAXFUELR(0 records)
     QGMINFUELA(0 records)
     QGMAXFUELA(0 records)
     QGMINCF(0 records)
     QGMAXCF(0 records)
     QGEQCF(0 records)
     QGMINRF(0 records)
     QGMAXRF(0 records)
     QGEQRF(0 records)
     QGMINAF(0 records)
     QGMAXAF(0 records)
     QGEQAF(0 records)
     QKMINFC(0 records)
     QKMAXFC(0 records)
     QKEQFC(0 records)
     QKMINFR(0 records)
     QKMAXFR(0 records)
     QKEQFR(0 records)
     QKMINFA(0 records)
     QKMAXFA(0 records)
     QKEQFA(0 records)
     QKMINFNA(0 records)
     QKMAXFNA(0 records)
     QKEQFNA(0 records)
     QGMAXCFS(0 records)
     QGMAXRFS(0 records)
     QGMAXAFS(0 records)
     QLIMCO2(0 records)
     QLIMSO2(0 records)
     QLIMNOX(0 records)
     QLIMCO2NA(0 records)
     QHYFXRW(0 records)
     QHYFXCW(0 records)
     QBASELOAD(0 records)
     QMAXINVESTCF(0 records)
     QMAXINVESTGROWTHCG(0 records)
     QMAXINVESTNAF(0 records)
     QGKNACCUMNET(0 records)
     QGKNACCUMGROSS(0 records)
     QGKE_UP(0 records)
     QGKH_UP(0 records)
     QGKE_LO(0 records)
     QGKH_LO(0 records)
     QEGKCOMB1UP(0 records)
     QEGKCOMB2UP(0 records)
     QHGKCOMB1UP(0 records)
     QHGKCOMB2UP(0 records)
     QHYRRDISPATCH(0 records)
     QWNDDISPATCH(0 records)
     QSOLEDISPATCH(0 records)
     QSOLHDISPATCH(0 records)
     QWAVEDISPATCH(0 records)
     QXKN(0 records)
     QXKNACCUMNET(0 records)
     QXKNACCUMGROSS(0 records)
     QXK_UP(0 records)
     QXINVSYMMETRY(0 records)
     help_IAGK_HASORPOT_complement(0 records)
     help_IAGK_HASORPOT_complement_intersection(0 records)
     help_QGKE_UP_generated_E(0 records)
     help_QGKH_UP_generated_H(0 records)
     help_VGE_T_UP_generated_E(0 records)
     help_VGH_T_UP_generated_H(0 records)
     help_QGKE_UP_VGE_T_UP_intersection_E(0 records)
     help_QGKH_UP_VGH_T_UP_intersection_H(0 records)
     help_QGKE_UP_VGE_T_UP_sum_E(0 records)
     help_QGKH_UP_VGH_T_UP_sum_H(0 records)
     IYMODEL3(1 records)
     CATEGORY(2 records)
     SUBCATEGORY(8 records)
     COMMODITY(2 records)
     TECH_TYPE(15 records)
     GTECH_TYPE(0 records)
     PRICE_CATEGORY(3 records)
     VARIABLE_CATEGORY(3 records)
     UNITS(6 records)
     G_CAP_YCRAF(0 records)
     PRO_YCRAGFST(0 records)
     PRO_YCRAGF(0 records)
     F_CONS_YCRAST(0 records)
     F_CONS_YCRA(0 records)
     X_CAP_YCR(0 records)
     X_FLOW_YCRST(0 records)
     X_FLOW_YCR(0 records)
     ECO_G_YCRAG(0 records)
     ECO_X_OUTPUT_YCR(0 records)
     OBJ_YCR(0 records)
     EL_PRICE_YCR(0 records)
     EL_PRICE_YCRST(0 records)
     DH_PRICE_YCRA(0 records)
     DH_PRICE_YCRAST(0 records)
     EL_DEMAND_YCRST(0 records)
     DH_DEMAND_YCRAST(0 records)
     EMI_YCRAG(0 records)
     Merged_set_1(3 records)
     Merged_set_2(1 records)
   Inserts:3619944
   Elapsed:25.53 seconds
   Inserts/second:141769.56
   Done

--- Balmorel.gms(83299) 245 Mb
--- GDX File C:\Users\schoeniger\Documents\Balmorel\Github Aug 2020\Austria Base Github kompatibel\model\MainResults.gdx
--- Putfile fileMERGESAVEPOINTRESULTSbat C:\Users\schoeniger\Documents\Balmorel\Github Aug 2020\Austria Base Github kompatibel\model\MERGESAVEPOINTRESULTS.bat
--- Putfile errorfile C:\Users\schoeniger\Documents\Balmorel\Github Aug 2020\Austria Base Github kompatibel\logerror\errors.out
--- Putfile logfile C:\Users\schoeniger\Documents\Balmorel\Github Aug 2020\Austria Base Github kompatibel\logerror\logfile.out
--- Putfile printoutoverview C:\Users\schoeniger\Documents\Balmorel\Github Aug 2020\Austria Base Github kompatibel\model\../output/printout/printoutoverview.out
--- Putfile BB4overview C:\Users\schoeniger\Documents\Balmorel\Github Aug 2020\Austria Base Github kompatibel\logerror\BB4overview.out
*** Status: Normal completion
--- Job Balmorel.gms Stop 09/03/20 18:07:33 elapsed 0:01:06.070
